name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Thoai Son,2022-03-29,32,24,27,37.9,24,29.2,24.2,85.8,1,100,4.17,rain,0,0,26.3,13,83.7,1009.7,66.5,10.1,194,16.9,9,30,2022-03-29T05:58:01,2022-03-29T18:09:42,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-30,32,24,28,37.1,24,31,24.2,81.2,0.1,100,4.17,rain,0,0,22,13.5,304.4,1008.6,75,10.5,216,18.7,10,30,2022-03-30T05:57:26,2022-03-30T18:09:41,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-03-31,31,24.9,27,39.1,24.9,29.3,24.4,86.3,0.4,100,4.17,rain,0,0,21.6,11.2,229.1,1008.4,71.8,11,162.3,14,9,30,2022-03-31T05:56:51,2022-03-31T18:09:40,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-01,31,23.3,26.1,36.6,23.3,27.2,24.1,89.6,37,100,12.5,rain,0,0,27,14.8,109.9,1009.6,77.8,10.9,204.3,17.7,9,30,2022-04-01T05:56:16,2022-04-01T18:09:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-02,32,24,27.3,37.6,24,29.3,24.2,84.8,59,100,4.17,rain,0,0,25.2,20.5,81,1010.4,65.1,10.3,187.6,16.3,9,30,2022-04-02T05:55:41,2022-04-02T18:09:38,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-03,29.9,24,26.1,33.7,24,27.4,23.2,85.2,2,100,4.17,rain,0,0,40.7,14.8,8.8,1010.7,69.6,10.7,206.5,17.8,10,10,2022-04-03T05:55:07,2022-04-03T18:09:37,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-04,29.3,22,25.3,33.1,22,26.4,23.1,88.8,9,100,4.17,rain,0,0,34.2,13,27.2,1012,85.9,10.3,188.9,16.4,9,10,2022-04-04T05:54:33,2022-04-04T18:09:37,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-05,32,23,26.7,36.8,23,28.3,23.6,84.4,2.3,100,8.33,rain,0,0,32,24.1,44.4,1012,58.1,10.6,166.7,14.3,9,10,2022-04-05T05:53:58,2022-04-05T18:09:37,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-06,31,24,26.9,36.5,24,28.8,24.2,86.1,5,100,4.17,rain,0,0,29.9,13,218.3,1011.1,64.4,11,291.2,25.1,10,30,2022-04-06T05:53:24,2022-04-06T18:09:36,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-07,33,24,28,40.6,24,31.2,24.6,83.1,2.6,100,20.83,rain,0,0,22.7,12.2,237.1,1010.1,52.9,11.4,187.1,16.1,9,30,2022-04-07T05:52:51,2022-04-07T18:09:36,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-08,32,24,27.7,36.5,24,30,23.5,79.9,0.5,100,4.17,rain,0,0,29.2,13.4,239.4,1010,53,11.2,224.9,19.5,10,30,2022-04-08T05:52:17,2022-04-08T18:09:36,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-09,33,24,27.9,39.3,24,30.7,23.9,80.2,2,100,29.17,rain,0,0,26.3,11.2,203.2,1009.4,46.8,11.4,269.6,23.2,10,10,2022-04-09T05:51:44,2022-04-09T18:09:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-10,32,25,27.9,37.9,25,30.9,24.4,82,0.9,100,16.67,rain,0,0,23.4,14,201.2,1009,55.8,12.1,248.3,21.4,10,10,2022-04-10T05:51:11,2022-04-10T18:09:37,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-04-11,30.7,24,27.1,37.7,24,29.3,24.5,86.5,4.4,100,33.33,rain,0,0,27.4,13.7,187.8,1008.7,52.7,11.2,223.6,19.2,9,10,2022-04-11T05:50:39,2022-04-11T18:09:37,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-12,33,24,28.1,40.6,24,31.5,24.7,83.4,2.8,100,16.67,rain,0,0,27.7,13.9,216.8,1007.9,51.5,10.9,282.5,24.3,10,30,2022-04-12T05:50:07,2022-04-12T18:09:38,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-13,33,24,28.4,40.6,24,32.5,24.9,82.6,0,0,0,,0,0,25.9,13.7,230.7,1006.7,54.4,11.2,266.6,23.2,10,30,2022-04-13T05:49:35,2022-04-13T18:09:39,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-14,33,25,28.8,42.1,25,33.7,25.4,83.1,0.4,100,8.33,rain,0,0,28.8,15.8,232.4,1006.7,43.5,10.4,204,17.5,9,60,2022-04-14T05:49:04,2022-04-14T18:09:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-15,33,25,28.3,41.3,25,32.7,25,83,1,100,16.67,rain,0,0,27.7,17.5,227.1,1007.4,57.3,10.9,273.5,23.7,10,60,2022-04-15T05:48:33,2022-04-15T18:09:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-04-16,31,24,27.1,38.3,24,30.2,24.9,88.3,1,100,4.17,rain,0,0,20.2,15.5,200.4,1007.6,52.1,10.6,164.8,14.2,9,30,2022-04-16T05:48:02,2022-04-16T18:09:44,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-17,33.5,24,28.1,38.6,24,31.1,24.1,80.7,6,100,4.17,rain,0,0,30.2,14.8,105.7,1008.1,45,10.7,300,25.8,10,30,2022-04-17T05:47:32,2022-04-17T18:09:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-18,32.3,25,28.5,39.2,25,32.1,24.2,78.5,4,100,8.33,rain,0,0,31.7,22.3,93.3,1009.1,45,10.7,240.3,20.8,8,30,2022-04-18T05:47:03,2022-04-18T18:09:49,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-19,33,25,28.3,39.3,25,31.5,24,78.1,1.7,100,20.83,rain,0,0,35.3,14.8,89.4,1010.1,54.1,11.5,198.5,16.9,10,30,2022-04-19T05:46:33,2022-04-19T18:09:52,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-20,33.3,24,28.6,39.3,24,32.1,24.1,77.9,3.3,100,33.33,rain,0,0,33.1,20.5,91.7,1009.5,41.7,11.7,194.4,16.7,9,30,2022-04-20T05:46:05,2022-04-20T18:09:55,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-21,33,25,28.7,39.7,25,32.4,24.3,78,5.3,100,37.5,rain,0,0,33.1,18.4,101.7,1009,49.5,11.6,196.4,17,8,30,2022-04-21T05:45:37,2022-04-21T18:09:58,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-22,33.3,25,29.1,39.8,25,33,24.5,77.5,0.1,100,4.17,rain,0,0,26.3,18.4,99,1009.3,48.4,11.5,231.4,19.9,9,30,2022-04-22T05:45:09,2022-04-22T18:10:02,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-23,34,26,29.3,40.6,26,33.5,24.6,77.1,1,100,4.17,rain,0,0,24.1,14.8,105.9,1008.6,52.5,11.5,181.7,15.5,9,30,2022-04-23T05:44:42,2022-04-23T18:10:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-24,34,26,28.8,42.1,26,32.7,25.2,82.5,0.3,100,4.17,rain,0,0,23,13,136.9,1007.6,56.8,11.7,209.8,18.1,9,30,2022-04-24T05:44:16,2022-04-24T18:10:10,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-25,33,25,28.3,40.6,25,32.1,25,83.6,0.1,100,4.17,rain,0,0,21.6,12.8,144.2,1007.5,61.7,11.3,211.1,18.1,9,30,2022-04-25T05:43:50,2022-04-25T18:10:15,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-26,33.1,25,28.6,40.7,25,32.5,25,82.6,0.2,100,4.17,rain,0,0,25.9,24.1,198.3,1007.4,53.2,11.3,227.6,19.8,10,30,2022-04-26T05:43:24,2022-04-26T18:10:20,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-27,34,25,29.4,45.3,25,35.3,25.7,82,0.1,100,4.17,rain,0,0,24.1,9.4,225.3,1006.9,58.6,11.2,243.3,20.9,10,60,2022-04-27T05:43:00,2022-04-27T18:10:26,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-28,33.4,25,29,41.6,25,34.3,25.5,82.7,3,100,4.17,rain,0,0,32.8,12.8,160.9,1007.1,60.6,11.6,175.6,15.1,8,30,2022-04-28T05:42:36,2022-04-28T18:10:31,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-29,29,24,25.5,35.6,24,26.7,24.8,95.8,15,100,4.17,rain,0,0,24.5,16.6,218.4,1007.7,79.3,10.4,87.4,7.5,6,30,2022-04-29T05:42:12,2022-04-29T18:10:38,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-04-30,31,24,26.8,37.7,24,29,24.4,87.7,1.5,100,16.67,rain,0,0,22.3,9.1,123.8,1006.5,61.6,11.3,241.2,20.9,9,30,2022-04-30T05:41:50,2022-04-30T18:10:44,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-01,32.1,25,27.6,38.6,25,30.5,25,87,2.2,100,33.33,rain,0,0,24.1,21.7,204.8,1006.1,55.6,11.2,260.5,22.5,9,30,2022-05-01T05:41:28,2022-05-01T18:10:51,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-02,32,25,27.5,39.4,25,30.4,25,86.8,9.9,100,41.67,rain,0,0,23,14.8,199.9,1006.8,65.1,11.4,238.4,20.8,9,30,2022-05-02T05:41:06,2022-05-02T18:10:59,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-03,30.8,25,27,37.5,25,29.6,25,89,2,100,4.17,rain,0,0,19.4,22.3,92.9,1008.4,65.6,11.5,255.7,21.9,9,30,2022-05-03T05:40:46,2022-05-03T18:11:06,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-04,30.7,24,26.3,37.1,24,28.4,24.3,89.8,12,100,4.17,rain,0,0,17.3,17.8,18.6,1009,70.8,10.7,219.2,18.9,8,30,2022-05-04T05:40:26,2022-05-04T18:11:15,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-05,30,24,26.7,36.2,24,29.5,24.7,88.9,6,100,8.33,rain,0,0,32.4,11.2,75.1,1007.4,66.9,11.5,220.6,19,10,30,2022-05-05T05:40:06,2022-05-05T18:11:23,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-06,33,26,28.5,40.6,26,32.6,25,82.2,2,100,4.17,rain,0,0,32,20.5,87.7,1006.9,56,11.7,278.3,24,9,60,2022-05-06T05:39:48,2022-05-06T18:11:32,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-07,32.4,26,28.3,39.7,26,32.3,24.7,81.6,1,100,4.17,rain,0,0,44.6,27.7,81.1,1007.1,49.9,11.8,269.2,23.3,10,30,2022-05-07T05:39:30,2022-05-07T18:11:41,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-08,29,24,26.2,35.6,24,27.1,25.2,94.8,12,100,4.17,rain,0,0,36.4,18.4,90.1,1007.5,71.9,10.1,211.1,18.1,8,30,2022-05-08T05:39:13,2022-05-08T18:11:51,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-09,30.3,25,27.1,38,25,29.8,25.3,90.1,21,100,4.17,rain,0,0,46.4,24.1,104.9,1008,81.4,10.6,251.9,21.7,8,30,2022-05-09T05:38:57,2022-05-09T18:12:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-10,30.5,25,26.6,38.8,25,28.6,25.3,92.9,1,100,4.17,rain,0,0,38.9,14.8,74.5,1007.9,69.3,11,201.2,17.4,9,60,2022-05-10T05:38:41,2022-05-10T18:12:11,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-11,34,24,28,42.1,24,31.2,25.1,85.9,0.4,100,4.17,rain,0,0,24.8,14.8,145.9,1007.9,64.5,9.9,255.5,22.1,10,30,2022-05-11T05:38:26,2022-05-11T18:12:22,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-12,32,25,27.8,40.6,25,31.6,25.3,86.8,38,100,8.33,rain,0,0,25.2,20.5,246.5,1007.7,54.8,10.9,294.8,25.7,9,30,2022-05-12T05:38:12,2022-05-12T18:12:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-13,33,25,28.7,40.6,25,33.5,25.4,83.5,1.2,100,8.33,rain,0,0,28.4,15.1,246.5,1007.4,56.8,11.2,226.5,19.5,8,60,2022-05-13T05:37:59,2022-05-13T18:12:45,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-14,32,26,29,41.3,26,34.9,26.1,84.7,0,0,0,,0,0,27,18,241.7,1008,50.5,11.5,278.3,24,8,60,2022-05-14T05:37:47,2022-05-14T18:12:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-15,33,26,29.4,43.8,26,35.4,25.9,82,0,0,0,,0,0,24.8,20.5,226.5,1008.4,54,11.4,289.3,24.9,9,60,2022-05-15T05:37:35,2022-05-15T18:13:09,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-16,32,26,28.3,40.6,26,32.8,25.6,86,27,100,4.17,rain,0,0,25.9,16.6,239.9,1008.5,65.6,11.7,271.5,23.5,9,60,2022-05-16T05:37:24,2022-05-16T18:13:21,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-17,33,25,27.9,40.6,25,31.1,25.1,85.9,10,100,4.17,rain,0,0,27.4,14.8,277.8,1008.6,71.3,11.6,239.4,20.7,9,30,2022-05-17T05:37:14,2022-05-17T18:13:34,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-18,29.3,25,26.3,35.6,25,28.2,25.1,93.5,5,100,4.17,rain,0,0,15.8,16.6,224.3,1009.3,80.1,10.6,199.8,17.3,8,30,2022-05-18T05:37:05,2022-05-18T18:13:48,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-19,29.9,24,26.8,35.5,24,29.3,24.7,88.8,30,100,8.33,rain,0,0,27.4,14.8,245.9,1010,65.5,11.3,296.1,25.6,10,30,2022-05-19T05:36:57,2022-05-19T18:14:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-20,32,25,28.4,37.9,25,32.6,25.1,83,4,100,8.33,rain,0,0,31.3,16.6,252.9,1008.7,63.4,12.1,155.6,13.5,5,30,2022-05-20T05:36:49,2022-05-20T18:14:15,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-05-21,30.5,25,26.8,37,25,29,25.3,91.8,3,100,8.33,rain,0,0,35.3,20.5,247.6,1006.8,75.1,10.1,233.5,20.2,8,30,2022-05-21T05:36:42,2022-05-21T18:14:29,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-22,31.1,23,26.4,40,23,28.6,24.8,91.8,4,100,8.33,rain,0,0,43.2,18.4,222.8,1005.4,77.7,10.1,221,19,8,30,2022-05-22T05:36:36,2022-05-22T18:14:43,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-23,29.3,23,25.6,35.4,23,26.6,24.2,92.3,28.2,100,12.5,rain,0,0,47.5,22.3,245.5,1006.1,83.2,11,81.8,7,3,30,2022-05-23T05:36:31,2022-05-23T18:14:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-24,33,25,28.6,40.2,25,32.8,25.3,83.8,0.4,100,12.5,rain,0,0,29.9,16.6,240.4,1008.4,52,11.7,267.9,23.1,9,60,2022-05-24T05:36:26,2022-05-24T18:15:13,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-25,32,25,28.4,39.2,25,32.6,25.1,83.1,0.3,100,4.17,rain,0,0,44.6,18.4,259.1,1008.5,47.9,12.1,278.8,24.1,10,30,2022-05-25T05:36:23,2022-05-25T18:15:28,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-05-26,32.3,25,28.6,40.5,25,33.4,25.4,83.5,4.6,100,20.83,rain,0,0,46.8,18.3,257.7,1006.9,51.3,11.5,200,17.3,8,75,2022-05-26T05:36:20,2022-05-26T18:15:43,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-27,30.1,24,26.6,37.7,24,28.8,25.2,92.5,1,100,4.17,rain,0,0,45,29.5,232.9,1006.1,82.5,10.6,164.7,14.2,8,60,2022-05-27T05:36:18,2022-05-27T18:15:58,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-28,30,23,25.2,37.4,23,26.3,24.3,94.9,45,100,16.67,rain,0,0,51.8,31.7,242.7,1006.3,82.4,10,106.9,9.4,8,60,2022-05-28T05:36:16,2022-05-28T18:16:14,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-29,30.5,23,26.3,38,23,28.5,24.8,91.5,9.1,100,8.33,rain,0,0,40,24.1,234.9,1006.4,79.8,10.7,155.3,13.3,8,60,2022-05-29T05:36:15,2022-05-29T18:16:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-30,31,25,26.7,40.6,25,29.6,25.3,92.4,0.8,100,4.17,rain,0,0,40.3,16.6,230.7,1006.1,84.4,10.4,197.5,17,8,75,2022-05-30T05:36:16,2022-05-30T18:16:46,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-05-31,32,25,28.1,40.6,25,32.8,25.7,87.5,1.7,100,8.33,rain,0,0,38.5,14.8,249.9,1005.8,61.6,10.4,295.2,25.4,10,60,2022-05-31T05:36:16,2022-05-31T18:17:02,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-01,33,26,28.2,42.1,26,32.6,25.8,87.7,6.1,100,25,rain,0,0,28.4,16.6,224.1,1006.7,49.8,11.7,272.5,23.4,9,60,2022-06-01T05:36:18,2022-06-01T18:17:18,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-02,34,25,27.5,40.6,25,30.6,25.4,89.3,6,100,8.33,rain,0,0,29.9,22.3,233.6,1007.5,61.2,10,285.6,24.7,9,60,2022-06-02T05:36:20,2022-06-02T18:17:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-03,31.1,24,26.6,39.3,24,28.5,25.1,92.1,0.2,100,4.17,rain,0,0,27.7,27.7,213.4,1008.1,79.4,10.5,272.7,23.6,9,60,2022-06-03T05:36:23,2022-06-03T18:17:50,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
