name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Thoai Son,2022-06-04,30.2,24,25.5,37.1,24,26.4,24.3,93.5,28,100,12.5,rain,0,0,25.9,33.5,232.1,1009.5,72.5,10.4,234.8,20.1,8,60,2022-06-04T05:36:27,2022-06-04T18:18:07,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-05,31,23,27,37.7,23,29.9,24.3,85.6,0,0,0,,0,0,32.4,20.2,241.3,1008.1,57.4,12,299,25.7,10,60,2022-06-05T05:36:31,2022-06-05T18:18:23,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-06-06,32,24,28.2,40.6,24,31.8,24.6,81.9,4.8,100,25,rain,0,0,34.9,18.4,248.1,1007.2,52.3,12.3,276.8,23.8,10,75,2022-06-06T05:36:36,2022-06-06T18:18:39,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-06-07,33,25,27.9,42.1,25,31.4,25.1,85.6,11.2,100,33.33,rain,0,0,35.3,15.8,255.3,1007.3,65.5,11.4,258.9,22.4,9,75,2022-06-07T05:36:42,2022-06-07T18:18:55,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-08,33,25,28.9,39.9,25,33.1,24.7,79.5,3.5,100,16.67,rain,0,0,38.2,11.1,267.8,1007.6,55.8,11.7,289.2,25,9,60,2022-06-08T05:36:48,2022-06-08T18:19:12,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-09,34,25,29.1,40.6,25,33.3,24.7,79,0.3,100,4.17,rain,0,0,32,16.6,255.5,1007.2,42,11.8,305.2,26.2,10,60,2022-06-09T05:36:55,2022-06-09T18:19:28,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-10,34,26,29.2,40.9,26,33.9,25.1,80,6.2,100,20.83,rain,0,0,32.8,17,258.3,1007.6,53.9,11.4,291.4,25.1,9,60,2022-06-10T05:37:03,2022-06-10T18:19:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-11,34,24,29,41.2,24,33.4,24.9,80.1,1.8,100,25,rain,0,0,28.4,13,258.6,1007.8,49.3,12,258.3,22.1,8,75,2022-06-11T05:37:11,2022-06-11T18:20:00,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-06-12,34,25,27.8,40.6,25,31.5,25.5,88.1,1.1,100,12.5,rain,0,0,29.5,17.3,228.6,1008.4,64.2,11.4,278,23.9,9,60,2022-06-12T05:37:19,2022-06-12T18:20:15,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-06-13,32,24.1,27.6,40.6,24.1,31.1,25,86.4,0.1,100,4.17,rain,0,0,25.6,12,235.2,1007.9,54.2,11.1,294.2,25.3,9,60,2022-06-13T05:37:28,2022-06-13T18:20:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-14,32.6,24,28,39.2,24,31.5,25,85.1,2.8,100,33.33,rain,0,0,20.5,13,219.9,1007.9,56,11.3,287.8,24.9,9,60,2022-06-14T05:37:38,2022-06-14T18:20:46,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-15,33,24,27.2,39.8,24,29.9,24.9,88.3,3,100,4.17,rain,0,0,17.3,12.2,216.3,1008.8,52.5,11.2,223,19.4,9,30,2022-06-15T05:37:48,2022-06-15T18:21:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-16,33,24,27.7,40.6,24,30.5,24.6,84.8,2.2,100,12.5,rain,0,0,22,14.4,230.2,1009.3,51.5,11.1,283.7,24.5,9,75,2022-06-16T05:37:59,2022-06-16T18:21:16,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-17,34,25,28.6,41.2,25,32.2,24.8,82.1,3,100,29.17,rain,0,0,24.1,12,222.8,1008.9,48.4,11.5,298.2,25.8,9,75,2022-06-17T05:38:10,2022-06-17T18:21:31,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-18,33,25,29,42.1,25,33.8,25.2,81.2,0.5,100,16.67,rain,0,0,28.4,14.6,236.4,1008.7,53.2,11.7,289.8,25,9,60,2022-06-18T05:38:22,2022-06-18T18:21:45,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-19,33.1,23,27.3,41.2,23,30.2,24.7,87.2,4,100,4.17,rain,0,0,37.1,20.5,231.2,1007.8,70.3,10.6,262,22.5,9,75,2022-06-19T05:38:34,2022-06-19T18:21:59,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-20,32.1,24,27.3,39.8,24,30.3,24.5,85.9,9,100,8.33,rain,0,0,29.5,14.8,211.5,1006.4,58.6,10.3,264.3,22.9,8,60,2022-06-20T05:38:46,2022-06-20T18:22:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-21,32.7,24,27.5,39.1,24,30.5,24.6,85.7,34,100,4.17,rain,0,0,25.6,16.6,234.6,1006.3,55.7,11.1,283.4,24.4,9,60,2022-06-21T05:38:59,2022-06-21T18:22:26,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-22,32,25,27.4,39.1,25,30.1,24.6,85.5,32,100,8.33,rain,0,0,23,22.4,238.1,1008.4,66.5,11.6,294.6,25.4,9,60,2022-06-22T05:39:12,2022-06-22T18:22:38,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-06-23,31,24,26.8,39.1,24,29,24.7,89.3,1.6,100,16.67,rain,0,0,25.2,14.8,232.3,1008.9,64.4,11.1,273,23.5,9,60,2022-06-23T05:39:25,2022-06-23T18:22:51,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-24,31,24,26.3,37.7,24,28.1,24.6,90.9,34,100,8.33,rain,0,0,27.7,18.1,239.5,1008,74.2,10.4,162.4,14,9,60,2022-06-24T05:39:39,2022-06-24T18:23:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-25,32,24,27.5,38.2,24,30.3,24.4,84.7,0.2,100,4.17,rain,0,0,23.4,14.8,230.4,1007.2,69.6,11.1,255,22.1,8,60,2022-06-25T05:39:53,2022-06-25T18:23:14,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-26,31,24,27.5,37.7,24,30.9,25,87.2,6,100,29.17,rain,0,0,21.6,12.8,210.5,1008.2,65,11.7,272.5,23.5,9,60,2022-06-26T05:40:07,2022-06-26T18:23:25,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-27,33,25,28.6,40.6,25,32.6,24.9,81.5,40,100,8.33,rain,0,0,23,12,237.5,1008.4,58.7,11.3,277.3,23.9,9,60,2022-06-27T05:40:21,2022-06-27T18:23:36,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-28,31.8,25,28,39.1,25,32.4,25.4,86,2,100,4.17,rain,0,0,37.8,17.3,251.7,1007,57.4,11.5,278.5,23.8,9,75,2022-06-28T05:40:36,2022-06-28T18:23:46,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-29,32.6,25,28.9,41.8,25,33.7,25.3,82.1,4.1,100,29.17,rain,0,0,41.8,19.2,254,1004.9,48.9,11.7,226.1,19.5,8,75,2022-06-29T05:40:51,2022-06-29T18:23:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-06-30,31,25,27.2,40.6,25,30.4,25.5,90.9,2.2,100,25,rain,0,0,42.1,22.5,244.1,1004.5,57,11.4,258.9,22.3,8,75,2022-06-30T05:41:06,2022-06-30T18:24:04,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-01,31.4,25,27.3,39.7,25,30.4,24.8,87,0.1,100,4.17,rain,0,0,40.7,28.8,239.6,1004.9,82.7,11.7,200.6,17.2,7,75,2022-07-01T05:41:21,2022-07-01T18:24:12,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-02,28,24,25.8,33.6,24,26.9,24.9,94.9,31.3,100,12.5,rain,0,0,36.4,16.4,225,1005.5,81.4,11.3,88.5,7.6,6,30,2022-07-02T05:41:36,2022-07-02T18:24:20,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-03,29,24,25.9,35.6,24,27.1,25.1,95.1,20,100,4.17,rain,0,0,28.8,13,224.3,1006.5,80.2,10.4,220.5,18.9,8,30,2022-07-03T05:41:51,2022-07-03T18:24:27,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-04,30,24,26.7,36.2,24,29.3,25.3,92.4,3,100,4.17,rain,0,0,28.1,16.6,233,1006.7,64.4,10.6,291.5,25.4,9,30,2022-07-04T05:42:06,2022-07-04T18:24:33,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-05,31.4,25,27.4,39.1,25,31,25.1,88.1,1.5,100,16.67,rain,0,0,37.1,22.3,228.1,1006.7,46.7,11.6,288.7,25,9,60,2022-07-05T05:42:22,2022-07-05T18:24:39,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-06,30,23,26.7,36.2,23,29.2,24.6,88.5,13,100,8.33,rain,0,0,38.9,20.5,231.4,1007.6,57,10.8,275.2,23.8,8,75,2022-07-06T05:42:37,2022-07-06T18:24:44,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-07,32,24,27.9,39.2,24,31.8,25.1,85.6,0.2,100,4.17,rain,0,0,40.3,21.1,246.6,1007.5,57.1,12.3,218,18.9,8,60,2022-07-07T05:42:52,2022-07-07T18:24:48,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-07-08,29,25,26.7,35.6,25,29.2,24.7,89,15,100,4.17,rain,0,0,34.9,22.3,252.1,1007.4,85.3,12,284.2,24.5,9,60,2022-07-08T05:43:08,2022-07-08T18:24:52,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-07-09,31,23,26.9,37.7,23,29.7,24.3,86.8,17,100,4.17,rain,0,0,44.3,20.5,256.3,1006.3,83.6,11.5,120,10.5,7,30,2022-07-09T05:43:23,2022-07-09T18:24:55,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-07-10,30,23,25.2,35.1,23,26,23.5,91,28,100,12.5,rain,0,0,68.4,21.9,260.9,1006.8,88.6,10.3,20.6,1.8,1,10,2022-07-10T05:43:38,2022-07-10T18:24:57,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-11,27,24,25.5,30.6,24,25.8,24.3,93.3,14,100,8.33,rain,0,0,72,22.3,261.1,1006.8,88.9,10.1,39.6,3.5,2,30,2022-07-11T05:43:53,2022-07-11T18:24:58,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-12,27.6,23,24.9,32,23,25.4,24.1,95.4,111,100,16.67,rain,0,0,64.8,25,266.4,1005.7,90.1,7.9,50.2,4.4,6,10,2022-07-12T05:44:08,2022-07-12T18:24:59,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-13,26.3,23,24.7,26.3,23,24.7,24,95.7,48,100,12.5,rain,0,0,58.7,22.3,271.8,1004.9,89.6,9.2,93.3,8.2,8,10,2022-07-13T05:44:22,2022-07-13T18:24:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-14,29,23,25.9,34.5,23,27.5,24.3,91.3,19,100,8.33,rain,0,0,45.7,20.5,241.3,1005.6,80.7,10.7,233.3,20.1,9,30,2022-07-14T05:44:37,2022-07-14T18:24:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-15,30,24,26.4,37.4,24,28.7,24.9,92,1,100,4.17,rain,0,0,33.5,16.6,244.1,1006.6,78.2,11.1,254.7,22.1,9,60,2022-07-15T05:44:51,2022-07-15T18:24:56,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-16,31,24,26.6,38,24,28.8,25.1,91.7,7,100,8.33,rain,0,0,44.6,24.1,233.2,1007.4,60.8,11,293.2,25.3,9,60,2022-07-16T05:45:05,2022-07-16T18:24:54,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-17,30.2,24,26.7,37.4,24,28.9,25.1,91.5,9,100,8.33,rain,0,0,33.1,22.4,228.9,1008.7,69.1,10.8,295.3,25.6,9,60,2022-07-17T05:45:19,2022-07-17T18:24:50,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-18,32,25,28,39.2,25,31,24.8,83.9,0.3,100,4.17,rain,0,0,31.3,18.4,247.7,1007.2,63.3,11,299.7,25.9,10,75,2022-07-18T05:45:33,2022-07-18T18:24:46,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-19,32.1,25,27.5,41.6,25,31,25.1,87.7,0.1,100,4.17,rain,0,0,33.5,18.4,242.7,1006.2,79.8,10.8,273.4,23.6,8,60,2022-07-19T05:45:46,2022-07-19T18:24:41,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-20,27.5,24,25.3,31.8,24,25.9,24.6,96.3,8.1,100,8.33,rain,0,0,31.3,33.5,218.3,1006.7,81.9,10.7,140.4,12.1,7,60,2022-07-20T05:46:00,2022-07-20T18:24:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-21,26.3,24,25,26.3,24,25,24.1,95.2,34,100,12.5,rain,0,0,28.1,16.6,235.3,1009.1,86.3,11.2,43.3,3.6,2,10,2022-07-21T05:46:13,2022-07-21T18:24:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-22,33,22,27.6,38.3,22,30.4,23.6,81,0.5,100,16.67,rain,0,0,23.4,12.2,6.7,1009.5,45.7,11.4,250.8,21.6,10,60,2022-07-22T05:46:25,2022-07-22T18:24:22,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-23,34,25,27.6,38.3,25,29.8,24.5,84.9,8.9,100,25,rain,0,0,15.8,13,178.5,1008.7,54.7,11,294.4,25.4,10,75,2022-07-23T05:46:37,2022-07-23T18:24:13,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-24,33,24,27.8,38.1,24,30.7,24.6,83.9,2,100,4.17,rain,0,0,19.4,15.7,82,1007.4,48.9,11.6,240,20.9,9,60,2022-07-24T05:46:49,2022-07-24T18:24:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-25,33,24,27.5,42.1,24,30.1,25,87.9,2,100,4.17,rain,0,0,24.1,11.2,117.4,1007.6,45.3,10.9,287.9,25,10,60,2022-07-25T05:47:01,2022-07-25T18:23:54,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-26,33,25,27.8,39.3,25,31,24.9,85.3,1,100,4.17,rain,0,0,22.3,13,178.5,1007.8,53.1,11.3,215.9,18.7,9,60,2022-07-26T05:47:12,2022-07-26T18:23:44,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-27,33,24,27.1,39.3,24,29.1,24.5,87.1,1.5,100,25,rain,0,0,18.7,14.6,137.9,1007.5,74.3,11.1,290.7,25.1,10,60,2022-07-27T05:47:23,2022-07-27T18:23:32,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-07-28,33,24,27.2,40.3,24,29.7,24.6,87.1,3.1,100,20.83,rain,0,0,19.8,8.5,210.3,1007.6,56,10.2,297.6,25.6,10,60,2022-07-28T05:47:34,2022-07-28T18:23:20,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-29,32.4,24,27.5,40.6,24,30.7,24.9,87.1,0.7,100,20.83,rain,0,0,24.8,16.6,223.9,1007.1,47.9,10.9,291.9,25.2,9,60,2022-07-29T05:47:44,2022-07-29T18:23:06,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-30,33,25,28.6,42.1,25,33.3,25.4,83.9,2.4,100,12.5,rain,0,0,27.7,18.4,232.3,1006.6,51.7,11.2,254.5,22,10,60,2022-07-30T05:47:53,2022-07-30T18:22:52,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-07-31,31.1,24,27.4,40.2,24,31.5,26,91.9,10,100,45.83,rain,0,0,28.4,20.5,234.6,1005.7,67,11.5,237.1,20.5,9,75,2022-07-31T05:48:03,2022-07-31T18:22:37,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-01,31,24,26.6,36.5,24,28.6,24.7,89.8,18,100,12.5,rain,0,0,30.6,22.5,246.1,1006.5,61.9,10.9,188,16.2,8,60,2022-08-01T05:48:12,2022-08-01T18:22:22,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-02,31,25,27.4,37.7,25,30.6,25,87.2,0.1,100,4.17,rain,0,0,28.8,18.4,239.2,1007.5,59.8,11.9,190.1,16.4,9,60,2022-08-02T05:48:20,2022-08-02T18:22:05,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-03,31,24,26.8,37.7,24,28.9,24.8,89.4,20,100,8.33,rain,0,0,34.6,19.4,252.5,1008.7,75.6,10.8,222.4,19.3,8,60,2022-08-03T05:48:28,2022-08-03T18:21:48,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-04,31,24,26.7,36.9,24,28.7,24.3,87.6,5.1,100,8.33,rain,0,0,45.4,14.8,264.5,1008.5,72.5,11.5,254.3,21.8,9,30,2022-08-04T05:48:36,2022-08-04T18:21:30,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-05,31,24.8,27.5,35.1,24.8,29.6,23.8,81.4,0.3,100,8.33,rain,0,0,43.9,18.9,265.7,1008,63.1,11.9,180.5,15.7,10,30,2022-08-05T05:48:43,2022-08-05T18:21:11,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48907099999,VVCT,48912599999,remote"
Thoai Son,2022-08-06,27.7,22,25.9,31.9,22,27.5,24.2,91.1,25.7,100,8.33,rain,0,0,42.5,17.3,245.8,1007.5,79.5,11.4,130,11.1,5,30,2022-08-06T05:48:50,2022-08-06T18:20:51,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-07,29.5,23,26.2,34.2,23,28,24,88.4,8,100,4.17,rain,0,0,57.6,25.9,253.3,1007,82.9,11.2,165.8,14.2,9,30,2022-08-07T05:48:57,2022-08-07T18:20:31,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-08,30,21,25.6,37.1,21,26.7,24.4,93.4,22,100,4.17,rain,0,0,57.1,20.8,251.6,1007.1,77.4,11.2,145.4,12.6,8,30,2022-08-08T05:49:03,2022-08-08T18:20:09,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999"
Thoai Son,2022-08-09,30,23,26.4,34.1,23,28.2,23.8,86.3,0.5,100,4.17,rain,0,0,51.8,24.1,262.6,1006.6,74,11.4,56.2,4.8,3,10,2022-08-09T05:49:09,2022-08-09T18:19:48,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48907099999,VVCT,48912599999,remote"
